UID,designer,tid,subcategory,Product Tag,Content weight,Style weight,Browse
34,"vingt-six,iplay,theducky,hoe,2girls,a-piece-of-summer,88tailors,unidostore,gfsd,flowerphonecase","1Dtt3QgB,15aNQAmV,19SsvlCm,1pvf0bNu,1BmkHfLW,1M9sYhXi,1fATdrCh,1A7hW4MK,1sGvibAM,17weaMPR","皮夾/錢包,束口後背包,後背包,零錢包,手提包,耳環,皮夾/錢包,後背包,束口後背包,iPhone 週邊","samsungs4,samsungs5,samsungs6,laptop,創意,手提包,iphone保護殼,手拿包,galaxy,父親節,簡約,natural系列,backpack,iphone5c,真皮,保護套,優雅,iphone5s,手機殼,couple,設計,unique,school,gift,leather,iphone4,iphone5,bag,samsunggalaxy,手機保護套,波希米亞,手作,samsungnote2,square,samsungnote4,idea,elegant,design,navy,casual,blue,canvas,flower,聖誕禮物,christmasgift,christmas,minimal,電腦包,手工,samsungcase,iphone6splus,客製化禮物,保護殼,iphone保護套,晚宴包,帆布包,iphone4s,simple,samsungs6edge,samsungnote3,iphone6plus,quality,上班包,unisex,iphone6+,舒適,iphone,可愛,phonecase,warmth,原創手作,皮革,禮品,iphone手機殼,with,粗肌理棉麻,創意bag,原創,work,iphonecase,iphone6s,上課包,urban,girlfriend,情人節,bags,設計禮物,winter,iphone6,handmade,details,皮夾,gifts,卡片夾,iphone6s+,名片夾,禮物,samsung,暖心禮物,unido,手機保護殼",0.645104862011,0.354895137989,1tDg4aN1
35,"hachi-kawa,coplay,hellolulu,egroup,madame-hibou,karimoku","1iUYGn3n,1ZkqVuyA,1kt2z1GM,192YR0FT,1G78JAZ7,1g0UDqjT","皮夾/錢包,束口後背包,後背包,零錢包,手提包,家具","貓頭鷹,創意,design,插畫,handmade,台灣,日本傢俱,可愛,限量,後背包,限量款,手工,皮革,手繪,設計,布包,手工皮件,復古,禮物,leather,貓,動物,帆布袋,手作",0.272760244457,0.727239755543,"1kTg8Isn,1w6HMW6x,1cn8XqZO,1C_bgCQ2"
36,"status-anxiety,kikiyu","1ohdydmf,1jO7G2Sk","皮夾/錢包,束口後背包","esther,女夾,設計,創意,長夾,客製化禮物,手作",0.830324750429,0.169675249571,1r_J1VVF
37,"joydivisionvintage,my-shirt,jumpfrompaper","1yX8cHrT,13tYMZXg,1cLuEMgZ","皮夾/錢包,束口後背包,後背包","客製化,原創款,皮包,創意,情人節,簡約,peace,handmade,符號,情侶裝,限量,後背包,零钱包,電腦包,手工,主題款,設計,復古,皮革,排汗,leather,漫畫包,手作",0.276482842033,0.723517157967,"1GzYwgat,1sRjiCZn"
38,"brokenfingers,gfsd,57hhandmade,dearhand,ponedesign,mykuroit,iambags,ian-design","1HpKsp0y,12RY5obo,1QI9Qkri,11brAJuV,1B6OAZEF,18FOfwoF,1Nm740SL,11X9W3dl","皮夾/錢包,束口後背包,後背包,零錢包,手提包,牆面裝飾/壁貼,皮夾/錢包,褲子/下身 (女)","羊毛氈,無框畫,皮包,+口金包+,創意,帆布,design,手提包,客製化,簡約,natural系列,長銀包,handmade,皮夾/錢包,後背包,手工,禮物,禮品,手工皮革,設計,客製化禮物,家飾,皮革,錢包,leather,原創,手作",0.935516627965,0.0644833720347,"1FUrnZJQ,15vS0EaV"
39,"clare,wawu","1wcErvUk,1CDze0TC","皮夾/錢包,束口後背包","輕便,束口後背包,可清洗,收納,a4收納,皮夾/錢包,方便,束口,後背包",0.455203804971,0.544796195029,"1p5FQlfx,17SeH0rZ,1Obl6tZR"
40,"farfalla,spruceartistry,lixol3,tigermilk,obholic,pdl,cathy0914520,hullu,karbitrary,omhandmade,bibibird,jungle-find,warehouse66","1fPuoD4p,1IpFDkK4,1ERQHjII,1Q82fc3h,11EMdcFz,1bUiRhSl,1KwqyVOe,1dgiu6Vk,1ixCA3fl,1PYlhmtI,1MjteFNx,1H6Qlx6X,1Xkl02Vd","皮夾/錢包,束口後背包,後背包,零錢包,手提包,皮夾/錢包,票夾/隨身夾,束口後背包,項鍊/墜子,後背包,肩背包/斜背包,零錢包,護照夾","牛仔,彩色,異國風,丹寧,抽象水彩,南美洲,側背,寶石,design,聖誕,手工織,情人節,條紋,條紋控,旅行風,背包,零錢包,交換禮物,項鍊,handmade,男生禮物,口金包,紳士,皮夾/錢包,羊皮,情人節禮物,束口包,後背包,生日禮物,限量款,旅行,獨特,珍珠,手工,旅遊,南美,旅行節,嬉皮,旅遊節,設計,中國風,流浪風,拼接,型男,咖啡色,異國,票夾/隨身夾,旅行包,金屬,織布機,禮物,客制化,保育,流浪,創意,織布,圖騰,帆布,帆布包,藍染,手織,工筆插畫,公平交易,城市旅行,牛皮,手作",0.798163372471,0.201836627529,0
41,pdl,1kuVfuX5,皮夾/錢包,皮夾/錢包,0.121053536535,0.878946463465,1PTymUMr
42,"matchwood,abulaso-studio,happa-tw","1sFEN2D5,10oTt0eJ,1CEO0wml","皮夾/錢包,束口後背包,後背包","創意,聖誕,情人節,禮盒,質感,簡約,happa,交換禮物,periwinkle,皮夾,短夾,後背包,手工,錢包,禮品,藍,設計,錢夾,復古,卡夾,禮物,丹寧藍,送禮,圖騰,品味,原創設計,原創,手作",0.351713124273,0.648286875727,0
43,"buttertwo,idtshop1618,iplay,vision,rgt,fangfun-handiwork,youngmood,twilightdraw,hyj","1TB7tJWT,1K1vAr7b,1Ar6RK2m,1lhzeeuB,1ZkbWOBs,1WsN5gwN,1wKllkJB,1XXIgE6T,1MMSAEEz","皮夾/錢包,束口後背包,後背包,零錢包,手提包,皮夾/錢包,印章,束口後背包,咖啡","小紅帽,咖啡豆,大方,創意,design,托特包,療癒,手提袋,插畫,防水,咖啡,文創,生活,簡約,handmade,文具,優雅,加藤真治,束口包,色彩,限量款,日本,手工,禮物,禮品,收納包,設計,設計限量款,別緻,微光分子,客製化禮物,皮革,背包,原味,可愛,手作",0.475862335212,0.524137664788,1LNZCyy1
44,"tcollector,kikiyu","1Ib0Gdi1,1of4Qbok","皮夾/錢包,束口後背包","皮夾/錢包,創意,設計,手作",0.725770694816,0.274229305184,"1HxpPmwq,10ufmYUs,1neJwXuU"
45,"h-manmaru,stargazen,lisasnail,peej,bibiseyes,maobian,cc-tt,songerie,butterfly-leather,fuchia1104,minifanfan,timelesscabinet,glorikami","1ijMPyiz,1rF6sqqB,1W1ovGDH,1PTJWrTo,1s9uVXJ0,1yAniBbD,158iBSca,180EsTgS,1C3JALoa,1DY4PJCC,1g07TCO3,1fqpe6FW,1OAYkNMf","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,襯衫 (女),項鍊/墜子","毛茸茸,手造,love,項鍊,自家,手工製作,accessories,鑰匙圈,創意,design,origami,girlfriend,handmade限量款,悠遊卡,jewelry,香港,悠遊,hongkong,handmade,客製化禮物,不鏽鋼,刺蝟,磁鐵,胸針,自然,首飾,限量款,創作,自製,vintage,手工,小鴨,手繪,手工皮革,藍,品牌,handcraft,設計,hk,動物,butterfly,游泳,復古,禮品,cool,皮革,頸鏈,禮物,襯衫,necklace,gift,leather,耳環,別針,miniature,女孩,熱縮片,stargazen,diy,海,cute,glorikami,可愛,手作",0.674297113136,0.325702886864,"1MQihJvV,1wuLw5hX,1Rh7MKe2,1mv8UdtF"
46,"fostyledesign,my-shirt,aminah,my-daydream-workshop,nya-design,monsterchannel,mm11538,my-shirt,chasingdreamers","11R0wOY4,1sfXmhBH,1fEuCz9w,17Xo6YJe,1DHMs6mP,1TDO6SzW,1WWH7khS,16mIa5Zb,18Q5l1Pf","皮夾/錢包,束口後背包,後背包,零錢包,手提包,項鍊/墜子,皮夾/錢包,束口後背包,票夾/隨身夾","田園,客製化,項鍊,創意,design,手提包,碎花,個性中性後背包,簡約,natural系列,handmade,符號,皮夾/錢包,卡套,限量款,皮革卡套,手工,禮物,手工皮革,設計,悠遊卡套,化妝袋,小碎花,復古,皮革,皮製品,零錢包,leather,金口包,可愛,清新,手作",2.93946404828e-06,0.999997060536,"1YI0Ghob,1BhCJmX8,1nQ2D3Dc,1c5DAg4j"
47,"leatherism,minixrose,bearabeara","1LYGvAwt,1qkiHxm3,1x5ZKHKH","皮夾/錢包,束口後背包,後背包","經典,客製化,聖誕禮物,outdoor,design,英國,oldschool,質感,簡約,vintage,backpack,handmade,客製化禮物,束口袋,原創設計,英倫,後背包,brown,手製皮革,植鞣皮,手工皮革,交換禮物,設計,肩背包,字母壓印,香港製造,咖啡色,復古,皮革,中性,錢包,leather,長頸鹿,方包,免運,休閒,長錢包,皮革製品,牛皮",0.0545920303425,0.945407969658,"1CBTWDyz,1MBNvlO1"
48,"patina-taiwan,busy-owl,iplay,pawpaw,hondou,harui-studio,vibiank28","1NXzJrGw,17kQxaND,1f6HcwLu,1qjfTS80,1FD6yYD7,1xeSwFxJ,1dUHmm7h","皮夾/錢包,束口後背包,後背包,零錢包,咖啡,手提包,iPhone 週邊","客製化,字母,側背包,創意,design,手提包,私房配方,手機配件,客製,手拿包,兩用背包,人名,禪繞,簡約,台灣咖啡豆,vintage,公事包,handmade,sketching,手機套,ng,note,親自烘焙,galaxy,皮夾,短夾,新鮮,iphone,限量款,samsu,手機殼,手工,個性化,禮品,束口後背包,手工皮革,設計,斜背包,訂製,健康,手作,客製化禮物,口袋,皮革,禮物,samsung,leather,畫,英文字,電話套,單色,電話殼,painting,drawing,電話配件",0.952711420156,0.0472885798445,"1d8MXeta,1DoP1oA7,1acId5kE,1QoqgyNq"
49,"whitedo,nasank,booboohug,nemojaune,qmoment,bobosaru,oopsyourife,mrprongs,umade,bywe","17lKQHrW,1TeCReGE,1NWzp3wN,19gn2M2s,1wKCi84f,1dgAnHKb,1w1wo2Ov,1JYfGg4f,1Ocauwbz,1Xbf6IqU","皮夾/錢包,束口後背包,後背包,零錢包,手提包,筆記本/手帳,皮夾/錢包,項鍊/墜子,束口後背包,耳環","可愛cute,項鍊,藝術家創作,自然,創意,design,筆記本/手帳,浪漫,帆布包canvasbag,插畫,美國,托特包totebag,多肉植物,wallet,情人節,handmade,法式,限量款,簡約,手工,bulldog,禮品,束口後背包,設計,french,環保,maxxandunicorn,折紙,名片夾,時尚,卡夾,禮物,黃銅勾式耳環,零錢包,原創,德國,leather,可愛,手作",0.467618338282,0.532381661718,1e1dxt9I
50,"solasolo,tikancha,jinny-boboo,puppylove,simple-happy-free,acuteaccent,huansdesign,papasbowtie,hireindeer,hakuneko,cutfing,november-com,alma-handmade,leatherprince,outsider,story,sou,elfland174,abeet-house,happinessonly,just-mobile","1P0KYcQq,1j2MskpY,1QC9c0vA,1hF86BKf,1ULkSHCN,1WCIoIcq,17w5PzTB,18Mg5b0P,1Z64JYRE,1ZBvooNd,1w139Bus,1H0eEGug,13aw3o89,1OZUZrCX,1RTgHaZG,1Op5bV5q,1ESZxgsz,1ANIixeI,1Cxcc4f9,1EHm1voO,1aj8FXYj","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,名片座/文件夾,耳環,胸針,項鍊/墜子,杯墊,髮飾,其他11","cute,鑰匙圈,創意,骷顱,個人專屬,keychain,簡約,台灣,蝴蝶,wood,原木,限量款,brown,設計,狗,安藤忠雄,q版,unique,leather,耳環,bag,925銀,手作,彩虹,銀,紅,項鍊,彩色,清水模,design,季節限定,器官,內臟,鵪鶉蛋,深紫,純銀,khaki,手工,french,客製化禮物,自選顏色,natural系列,混凝土,好運,swallow,耳針,粉,約會,可訂製,可愛,独角森林,打氣,花,ネクタイ　タイタック,水藍色,禮物,bulldog,手繪,手工皮革,leatherprince,木頭,復古,吊飾,原創,水泥,文字,飾品,reindeer專屬,哈士奇,bagcharm,生活,建築,vintage,handmade,皮,紫色,髮飾,禮品,pins,寵物,手繪蝴蝶,壓克力,charm,溫暖,皮革,淡粉,dog,999純銀",0.100673046505,0.899326953495,"1jsjmOBI,1m24g3c7,1VEXFPeA,1h0eP5kY"
51,"medo-emamel,64design,alma-handmade,cattail,eachone,wy-atelier,celia-celeste,intheforest,upick,origami-fleurs,atelier-milieux,fufong,jodie-34","18n7OJg9,1PPvHeqO,1QJkFKk8,1B2PhC3h,1VvS2MkP,1UBMXKHF,1j9E6lpb,1LLOlPuY,1Wx0UMJN,1spoWU23,1KlzCQLd,1YDKiqtZ,1nlxdE5V","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,紙張材料,項鍊/墜子","項鍊,老虎,創意,design,聖誕,馬卡龍,簡約,natural系列,handmade,鑰匙圈/鑰匙包,真皮,耶誕,髮飾,胸針,純銀,限量款,手工,禮物,禮品,手工皮革,交換禮物,設計,parfait,皮革,頸鏈,項鍊/墜子,新年,leather,パルフェ,摺紙,可愛,銀飾,牛皮,手作",0.139415753072,0.860584246928,"12MYFUQ4,1zgv7nAF,1yO2uAHG"
52,"1983er,minixrose","1Dsr3HDr,1N3Ncf5Y","皮夾/錢包,束口後背包","帆布包,束口袋,城市間的旅行,後背包,客製化禮物,條紋,紅色",0.0787799974767,0.921220002523,"1Zzw5TGF,1um4upFH,16TQ8p7f,1WuuDVi4"
53,"bagme,wonderworkshop,hellolulu,twine,themushroomhand,ray0811,dwl,my-shirt,undead,suolo,a-day","1VSgpv2c,1RHEX5Bc,1gKTrUNQ,154VcwWR,1draqmOZ,1FQLVD5W,17trBNst,1J9tGTLG,1XOdkUn1,17W6xzWk,1mN6kbqE","皮夾/錢包,束口後背包,後背包,零錢包,手提包,皮夾/錢包,其他3,束口後背包,外套/大衣 (男),後背包,時鐘/鬧鐘","客製化,手工縫製,男上衣,創意,帆布,牛皮皮革,手錶,love,hoodies_men,防水,花,簡約,公事包,handmade,符號,百靈,日常生活,男連帽上衣,可愛,男裝,短夾,限量,皮革手作,jackets_men,限量款,tops_men,men,137w,手工,禮物,文具,watch,設計,男外套,sports_men,鼠标垫,aday,braun,零錢包,德國,u-line,男休閒運動,後背包,復古,design,手作",0.524752675195,0.475247324805,1xvHHavW
54,"rosepatch,dawn,solomon0928,bagonly","1XZhIeuJ,1CbdP8Qf,1mlVIOMm,1WTAEWxA","皮夾/錢包,束口後背包,後背包,零錢包","限量款,禮物,簡約,手工,禮品,handmade,設計,復古,真皮,大包,特色,牛皮,後背包,手作",0.844612819626,0.155387180374,0
55,"wearpractice,idtshop1618,fostyledesign,backdiscontent,noveltylane,innatantglass","18PtrzZZ,1klefWqU,1oxZfhlT,1v1VXoo6,1pBzheYt,1bP8Tbct","皮夾/錢包,束口後背包,後背包,零錢包,手提包,花器/花藝/植栽","耶誕送禮,dance,mid,創意,皮革,手工玻璃,簡約,natural系列,sky,懷舊,中世紀,bike,情人節禮物,優雅,搖滾,限量款,turquoise,天空,個性,設計,vase,可客製化禮物,時尚,mod,小花瓶,leather,悠閒,bag,rock,聖誕,彩虹,銀包,彩色,彩繪,design,機車,sea,home,夢幻,blue,flower,風格,小擺設,購物袋,彩繪花瓶,retro,幻想曲,bold,手工,nature,70s,幻彩,客製化禮物,幸福,大自然,impressionist,手作,前衛,手工玻璃瓶,小物,sweet,約會,天藍色,可愛,好朋友禮物,kawaii,幸運,創意商品,blossom,懷舊設計,paint,music,幻想,小清新,古早,禮品,手工皮革,交換禮物,風暴,zakka,愛情,新居,flowers,holder,復古,家飾,小禮物,女朋友禮物,幸福感,送禮,可客製化,復古韻味,婚禮禮物,夏日,性格,型格玩味,夏,decoration,手工訂製,情人節,手工限量,bags,decor,生活,彩色玻璃,手袋,handmade,寶藍,小品,天藍,慢舞,短夾,大海,零錢包,中世紀設計風格,懷舊擺設,古典,北歐,floral,復古設計,小花,型格,禮物,皮製品,印象派,ocean,手工玻璃擺飾品,女朋友,original",0.690360931601,0.309639068399,1OJ988MH
56,"manychoice,gfsd","1MAb0Wup,1rPD_6kK","皮夾/錢包,束口後背包","blue,禮物,財布,プルアップ,クロムエクセル,手工,leather,禮品,定期入れ,手工皮革,設計,wallet,創意,コンビなめし,design,革小物,手作,moneyclip",0.148873991715,0.851126008285,"1mp8LWm2,1eqqXBRr"
57,"metalize-productions,makotohon,happa-tw,intheway,dessin,benmo,origami-fleurs,babycat,bluewaters,matchwood,mao-kids","1hF2nv8H,1W28tMDf,1Mj70d4F,1ZHYKhaI,1eHbcJXq,137OCz9w,1TkTFU16,1ePlwZuK,1YMoIqM2,1Tk5Q86p,13ax3HBJ","皮夾/錢包,束口後背包,後背包,零錢包,手提包,皮夾/錢包,項鍊/墜子,束口後背包,襯衫 (男),後背包,零錢包","手工,outdoor,結構,創意,design,浪漫,實用,情人節,防水,簡約,happa,3c包,backpack,公事包,handmade,森林系,真皮,鄉村風,飾品,極簡,鐵鏽橘,雜貨,摺紙,旅行,後背束口包,手工皮革,風格,包包,禮品,束口後背包,ハンドメイド,設計,iconic,手染め,優雅,橘,客製化禮物,禮物,零錢包,leather,純銀,natural系列,ムラ染め,後背包,復古,可愛,rust,手作",0.261093900539,0.738906099461,"1tXF3uYt,1khum5Cj,1fZooUeb,1dVj8fnj"
58,"loc,spruceartistry,57hhandmade,pawpaw,tools,sustudio,earthtree,palomar","1Um2TqIK,1IpFDkK4,1GFZ1IxF,1UjmRcsx,1lcDkkys,13NI68ac,1MUn2rcL,1FvCxRqk","皮夾/錢包,束口後背包,後背包,零錢包,手提包,項鍊/墜子,皮夾/錢包,地圖","hip,經典,地圖,項鍊,潮流,抽象水彩,創意,帆布,design,天然石,簡約,行李,vintage,handmade,皮夾/錢包,束口包,後背包,限量款,旅行,纖薄,珍珠,手工,禮物,禮品,設計,記錄,配件,金屬銅,復古,時尚,錢包,零錢包,城市,metal,藍染,必備",0.764527297031,0.235472702969,0
59,"cutfing,yuandi,lazybones,hireindeer,toy-accessory,wans-tokyo,dancerabbit,lisasnail,peej,losarob,hstuffroom,slimetalwork,milasgarden,martinduke,circlelife,fiesta,solasolo,handmadefang,missvirgo,opps,migu,weeken","1Ti5Ad88,15WwI3ca,1gOZldXz,10zBJrLb,1mYMOgoF,1dm1gUqs,1FMmQfIH,1wrTB6Sl,1AYGiZ10,1H2WpTe4,1aU2uCni,1l74gVea,1rG8_iwH,1GR3xvfd,1OBjHKsh,1bionTEd,1klmv3BK,1xnF9U37,1jhn5YPg,1L5pualQ,13WyOyLI,1RO5V1tG","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,牆面裝飾/壁貼,胸針,手鍊/手環,項鍊/墜子,鑰匙圈/鑰匙包,髮飾,零錢包","女孩,handmade限量款,項鏈,木製,胸章,工業風,鑰匙圈,懶骨頭追著狗尾巴,創意,愛戀,design,聖誕,浪漫,女生,girl,吊咀,季節限定,文具,女人,簡約,紫色,情人節,莎士比亞,項鍊,handmade,哈雷,花飾,真皮,【神龍】系列,不鏽鋼,髮飾,原木,reindeer專屬,森林,限量,兔子跳舞,限量款,鋼鐵,髮箍,手工,禮物,【皮繩搭配】系列,禮品,設計,男人,施華洛,necklace,mac,配件,巴戈,wedding,甜美,客製化,復古銅,lady,客製化禮物,好姐妹款,man,皮革,輕熟,apple,925純銀/手工,零錢包,造型塗鴉黑板,耳環,別針,粉紫,髮夾,復古,手作飾品,可愛,手作,恐龍",0.300788378294,0.699211621706,"13rrjAR3,1SqZX5lZ,1ylLffil,1ReZHL6r"
60,"swivelknife,gfsd,colorsmith,honey-cloud,clothpoint,estheraccessories,goodfriend","1kFqlxPE,1JoVhJ9q,17nSPt8V,1xHuDOEe,1T1N7Ilp,1MgCTWbu,1eWEHsDT","皮夾/錢包,束口後背包,後背包,零錢包,洋裝,手提包,帽子","灰毛呢,包,牛仔,創意,可愛,長夾,手拿包,手工,handmade,客製化禮物,真皮,皮夾,洋裝,限量款,零錢包,錢包,禮品,設計,牛仔布,復古,簡約,禮物,單肩後背包,原創",0.331151670633,0.668848329367,"1mbbiQ_7,1CkPNuue,1zRtNz_6,1oX9ZmT1"
61,"medo-emamel,lextia,yachisfantacy,leatherprince,karler,sweet-frog,garetta,annys-workshop,ntv11,creer-acc,peopletutu,twine,moonlightworkshop-hk,tran,wawu,loqi","13jqD2YK,1SiIolbc,1fI7rl02,1RX9o9B7,1kfr0Cqb,1kN3nb80,1wexerly,1ePxQzHa,1FeRZP4Z,1JpNqcT3,1X6ZU76C,1dDOJM2e,1L3be5sq,10lQxFz7,1u7OGFuJ,1X6nRuKH","胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,項鍊/墜子,髮飾,鑰匙圈/鑰匙包,耳環,胸針,圍巾/絲巾,項鍊/墜子,襯衫 (女),髮飾,肩背包/斜背包","星星,吊墜,pony,墜子,simple,大腸圈,水族箱,頸鏈,earring,創意,design,陶瓷,環保袋,果凍,情人節,圍巾/絲巾,horse,keychain,簡約,natural系列,猫,設計禮物,handmade,silver,客製化禮物,月亮,髮飾,胸針,髮束,飾品,生日禮物,大海,手工製作,可愛,手工,禮物,禮品,手工皮革,設計,925純銀,春捲包,甜甜圈,charm,夏天,沙子,魚,復古,時尚,ceramics,頸鏈墜子,皮革,吊飾,項鍊/墜子,natural,leatherprince,leather,modern,植物纖維樹脂,cat,bag,給她,小腸圈,襯衫 (女),髮帶,手作",0.148503019309,0.851496980691,0
62,"mm11538,busy-owl,acerco,emmafox,misalula,gracefulcrafts,luffy2882,karilinyo","1qLPE1tt,1zz2LMJm,1GTdnLPH,1DSa1UJZ,1PPaj9Oy,188lvNyi,1HLSAucM,1vKP3joc","皮夾/錢包,束口後背包,後背包,零錢包,手提包,電腦包,皮夾/錢包,個人畫像","apple,laptop,旅行包,創意,computer,design,托特包,客製,棉布,兩用背包,cotton,質感,簡約,卡片,handmade,兔子,皮夾/錢包,可愛,酒袋布,限量,後背包,限量款,case,電腦包,手工,禮物,包包,禮品,束口後背包,設計,男用,動物,藍色,gracefulcrafts,訂做,ipad,皮革,中性,leather,原創,cover,訂製,平板電腦,手作",0.587443893726,0.412556106274,"1sE8SYAN,1ilMkBuC"
63,"vacae,2handswaltz,minusstudio,kiino,budu,metaformose,touch-and-catch,athenachuang,khieng,olderolder,undead,nagano164,krystsinazima,elbraza,hellohippie,bjartvillage,beaandmon,simplewarm,visible","1YP7KN0d,1GRisMA0,1NJ0l27e,1QodnKep,1y1nVtRd,1fOYpc36,1ICrwiJp,1P0R1MPP,1BIePtxn,1l9GjAXK,1YfEtFRF,1DyIw4Ny,15hea5ap,1wVShzLc,1f2mSi1D,1xcoGMzg,1VbSMtxF,1qiTVWr1,1NMrkWPC","外套/大衣 (女),項鍊/墜子,裙子,針織衫/毛衣 (女),襯衫 (女),外套/大衣 (女),項鍊/墜子,裙子,針織衫/毛衣 (女),襯衫 (女),外套/大衣 (女),項鍊/墜子,裙子,手鍊/手環,針織衫/毛衣 (女),燈具/燈飾,襯衫 (女),外套/大衣 (女),上衣 (女)","antique,燈飾light,lilac,項鍊,nautical,蘇格蘭紋,สร้อยข้อมือ,lavender,手鐲,創意,design,violet,裙子,襯衫 (女),เครื่องประดับ,針織衫/毛衣 (女),夢幻,手工,生日,婚禮,簡約,natural系列,情人節,sweater,手作handmade,handmade,客製化禮物,毛衣,上衣 (女),仿真甜點,禮品,彩藍,kiino,限量款,infinity,聖誕節,禮物,畢業,古董,設計,外套/大衣 (女),knit,復古,陶屋pottery,項鍊/墜子,襯衫,bracelet,sailor,rope,purple,สร้อยข้อมือแฮนเมด,雪紡,vintage,古著,波點,八十年代,手作",0.230675407199,0.769324592801,"1fMCTiAC,1h6KsVgl"
64,"ananka,homemademini,acerco,mao-kids,cameza,liacaf,leafliveasfather,agua,aminah,corsage","1T5ocX6j,1LPEvwB6,1n8sShta,184gtK0v,1LZsbUZr,1QJJdfoF,1yTzFob2,1p9NGet_,1NZsfmfx,1dMjiwFl","皮夾/錢包,束口後背包,後背包,零錢包,手提包,皮夾/錢包,束口後背包,筆記本/手帳,後背包,背心 (女)","水越設計,多穿法,classic,潮流,旅行包,創意,design,實用,禱告,文具,質感,簡約,記事本,台灣,natural系列,handmade,真皮,手工創作,handbook,鄉村風,優雅,空白本,雜貨,限量款,旅行,電腦包,台灣自創品牌,手工,禮物,包包,品牌,設計,aminah,notebook,poete,休閒日系風,台灣製造,男用,復古,時尚,皮革,bag,leather,i,aqua,筆記本,男女皆可穿,cute,後背包,基督徒,可愛,手作",0.489396830555,0.510603169445,"1d8MXeta,1LeoBRnM,1kgsnZRf"
